Subject,Start Date,Start Time,End Date,End Time,Description,Location,All Day Event
Dinner - Day 26,2026-09-26,19:30,2026-09-26,21:00,"Beetroot & Carrot Salad | Roti | White Rice | Mango Dal | Bachali Kura Pulusu (Malabar Spinach) | Podi Onion Dosa -2 Pcs, Dal Chutney | Cabbage Beans Poriyal | Tomato Baingan Masala | Thick Curd | Muskmelon Cut Fruit | Red Chilli Pickle | Milk + Cofee Powder",,False
Breakfast - Day 27,2026-09-27,07:15,2026-09-27,09:00,"Coconut Sevai | Aloo Paratha (2 Pcs Thin) | Onion Tomato Chutney | Thick Curd, Mango Pickle | White Bread+Butter+Jam | Sprouts (1 small cup) | Egg Bhurji | Tea | Coffee | Milk",,False
Lunch - Day 27,2026-09-27,12:30,2026-09-27,14:00,Beetroot & Cucumber Salad | Chapathi | White Rice | Dal Makhani | Chicken Dum Biryani/Paneer Dum Biryani | Chicken Thick Gravy / Hyderabadi Mirchi Ka Salan | Onion Raitha | Fryums | Nannari Sharbath | Fresh Gongura Chutney | Kulfi (Not Frozen Dessert),,False
Snacks - Day 27,2026-09-27,16:45,2026-09-27,18:00,Pani Puri (8 Pcs) | Onions | Ginger Tea | Coffee | Milk,,False
Dinner - Day 27,2026-09-27,19:30,2026-09-27,21:00,"Beetroot & Carrot Salad | Pulka | White Rice | Pesara Pappu | Rasam | Ragi Rava Upma, Coconut Chutney | Dondakaya Fry | Vegetable Kolhapuri | Thick Curd | Papaya Cut Fruit | Tomato Pickle | Milk + Cofee Powder",,False
Breakfast - Day 28,2026-09-28,07:15,2026-09-28,09:00,Konaseema Pottikkalu (14) / Idly Upma (28) | Poori - 3 Pcs Big | Coconut Chutney | Chole Curry | White Bread+Butter+Jam | Sprouts (1 small cup) | Scrambled Egg | Tea | Coffee | Milk,,False
Lunch - Day 28,2026-09-28,12:30,2026-09-28,14:00,"Beetroot & Cucumber Salad | Chapathi | White Rice | Palak Dal | Sambar | Tomato Rice | Potato Fry (Andha Style) | Drumstick Tomato Masala | Rava Vadiyalu | Butter Milk | Sorakaya Perugu Chutney, Ghee + Podi | Sweet Boondi | Ghee + Podi",,False
Snacks - Day 28,2026-09-28,16:45,2026-09-28,18:00,Sweet Corn Masala | Tomato/Mint Sauce | Ginger Tea | Coffee | Milk,,False
Dinner - Day 28,2026-09-28,19:30,2026-09-28,21:00,Onions & Lemon Salad | Methi Roti | White Rice | Pesara Pappu | Tomato Rasam | Bhagara Rice | Chettinad Chicken Curry (Non-Veg) | Paneer Pepper Fry(Veg) | Bhindi Masala | Thick Curd | Mixed Fruit Salad | Gongura Pickle | Milk + Cofee Powder,,False
Breakfast - Day 29,2026-09-29,07:15,2026-09-29,09:00,Multi Grain Dosa (2 Pcs Thin) | Pav Bhaji | Coconut Chutney | Mint Chutney | White Bread+Butter+Jam | Sprouts (1 small cup) | Scrambled Egg | Tea | Coffee | Milk,,False
Lunch - Day 29,2026-09-29,12:30,2026-09-29,14:00,Carrot & Cucumber Salad | Roti | White Rice | Amaranthus Dal | Beetroot Tomato Rasam | Bisbele Bath | Kakarakaya (Bitter Gourd) Fry | Rajma Masala | Potato Chips | Dahi Vada | Dosakaya Tomato Chutney | Ghee + Podi,,False
Snacks - Day 29,2026-09-29,16:45,2026-09-29,18:00,Aloo Samosa 1 Big Pc | Tomato Sauce | Ginger Tea | Coffee | Milk,,False
Dinner - Day 29,2026-09-29,19:30,2026-09-29,21:00,Beetroot & Carrot Salad | Pulka | White Rice | Dal Makhani | Sambar | Mushroom Biryani | Snake Gourd Poriyal | Aloo Mutter Curry | Thick Curd | Guava Fruit | Tomato Pickle | Milk + Cofee Powder,,False
Breakfast - Day 30,2026-09-30,07:15,2026-09-30,09:00,"Methu Vada (Big size 3pcs, if not 4pcs) | Moong Dal Palak Tepla (Hand Made) 2 Pcs | Sambar | Tomato Chutney | Brown Bread+Butter+Jam | Sprouts (1 small cup) | Boiled Egg | Tea | Coffee | Milk",,False
Lunch - Day 30,2026-09-30,12:30,2026-09-30,14:00,Onions & Lemon Salad | Palak Roti | White Rice | Gongura (Sorrel Leaves) Dal | Sambar | Vegetable Dum Pulav | Masala Fish Fry / Andhra Chicken Fry | Kaju Tomato Paneer Boiled Fry | Black Chana Masala | Trinagle Fryums | Butter Milk | Coriander + Tomato Chutney | Gulab Jamun,,False
Snacks - Day 30,2026-09-30,16:45,2026-09-30,18:00,Corn Vada | Onion Tomato Chutney | Masala Tea | Coffee | Milk,,False
Dinner - Day 30,2026-09-30,19:30,2026-09-30,21:00,"Beetroot & Carrot Salad | Chapathi | White Rice | Tomato Dal | Rasam | Sooji Upma, Coconut Chutney | Carrot Beans Poriyal | Soya Chunks Masala | Thick Curd | Fruit Custard with Pine apple | Lemon Pickle | Milk + Cofee Powder",,False
